material,Z_material,A_material,Z,A,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12
Mylar,4.55,8.7351,62.,152.,1.045,0.5577,0.03258,0.02199,0.001307,-0.0005174,-1.87,1.764,0.1541,-0.1527,0.02757,-0.00159
Mylar,4.55,8.7351,63.,153.,1.04,0.5565,0.03174,0.02196,0.00133,-0.0005177,-1.862,1.761,0.1605,-0.1556,0.0281,-0.001624
Mylar,4.55,8.7351,64.,158.,1.061,0.5553,0.03092,0.02193,0.001351,-0.0005176,-1.899,1.748,0.1791,-0.1614,0.02884,-0.001658
Mylar,4.55,8.7351,65.,159.,1.057,0.5542,0.03013,0.0219,0.00137,-0.0005175,-1.891,1.745,0.1853,-0.1642,0.02936,-0.001691
Mylar,4.55,8.7351,66.,164.,1.077,0.5531,0.02937,0.02187,0.001384,-0.0005167,-1.926,1.731,0.2041,-0.17,0.03008,-0.001724
Mylar,4.55,8.7351,67.,165.,1.072,0.552,0.02865,0.02184,0.001398,-0.0005158,-1.918,1.728,0.2099,-0.1727,0.03058,-0.001756
Mylar,4.55,8.7351,68.,166.,1.068,0.551,0.02797,0.02181,0.001406,-0.0005143,-1.911,1.725,0.2158,-0.1754,0.03108,-0.001789
Mylar,4.55,8.7351,69.,169.,1.075,0.55,0.0273,0.02177,0.001416,-0.0005129,-1.924,1.716,0.2278,-0.1795,0.03167,-0.00182
Mylar,4.55,8.7351,70.,174.,1.094,0.5491,0.02664,0.02174,0.001425,-0.0005113,-1.956,1.702,0.2462,-0.185,0.03235,-0.00185
Mylar,4.55,8.7351,71.,175.,1.09,0.5482,0.02602,0.0217,0.001431,-0.0005095,-1.949,1.699,0.2515,-0.1875,0.03281,-0.00188
Mylar,4.55,8.7351,72.,180.,1.108,0.5473,0.02541,0.02166,0.001435,-0.0005073,-1.98,1.684,0.2697,-0.1929,0.03347,-0.00191
Mylar,4.55,8.7351,73.,181.,1.104,0.5465,0.02485,0.02162,0.001436,-0.0005048,-1.972,1.681,0.2748,-0.1952,0.03391,-0.001939
Mylar,4.55,8.7351,74.,184.,1.111,0.5458,0.0243,0.02158,0.001437,-0.0005022,-1.984,1.672,0.286,-0.1989,0.03443,-0.001966
Mylar,4.55,8.7351,75.,187.,1.118,0.545,0.02377,0.02153,0.001437,-0.0004994,-1.995,1.663,0.2972,-0.2026,0.03495,-0.001993
Mylar,4.55,8.7351,76.,192.,1.135,0.5444,0.02325,0.02148,0.001435,-0.0004965,-2.022,1.648,0.3146,-0.2076,0.03555,-0.002019
Mylar,4.55,8.7351,77.,193.,1.132,0.5433,0.02275,0.02148,0.001424,-0.0004929,-2.017,1.644,0.3214,-0.2106,0.03609,-0.002053
Mylar,4.55,8.7351,78.,195.,1.133,0.5428,0.02229,0.02142,0.001421,-0.0004895,-2.019,1.638,0.3283,-0.213,0.03647,-0.002076
Mylar,4.55,8.7351,79.,197.,1.134,0.5423,0.02183,0.02135,0.001421,-0.0004866,-2.02,1.633,0.3348,-0.2153,0.03684,-0.002098
Mylar,4.55,8.7351,80.,202.,1.15,0.5419,0.0214,0.02129,0.001413,-0.0004827,-2.045,1.617,0.3512,-0.2199,0.03736,-0.002119
Mylar,4.55,8.7351,81.,205.,1.156,0.5414,0.02099,0.02122,0.001409,-0.0004792,-2.054,1.608,0.3606,-0.2228,0.03775,-0.002139
Mylar,4.55,8.7351,82.,208.,1.162,0.5411,0.02059,0.02116,0.001402,-0.0004754,-2.063,1.6,0.3701,-0.2257,0.03814,-0.002159
Mylar,4.55,8.7351,83.,209.,1.158,0.5407,0.02022,0.02109,0.001393,-0.0004713,-2.056,1.598,0.3727,-0.227,0.03841,-0.002178
Mylar,4.55,8.7351,84.,210.,1.154,0.5403,0.01985,0.02102,0.001387,-0.0004674,-2.05,1.597,0.3751,-0.2282,0.03866,-0.002195
Mylar,4.55,8.7351,85.,211.,1.151,0.54,0.01951,0.02095,0.001376,-0.0004631,-2.043,1.595,0.3776,-0.2294,0.0389,-0.002213
Mylar,4.55,8.7351,86.,211.,1.143,0.5397,0.01918,0.02087,0.001365,-0.0004587,-2.03,1.598,0.3765,-0.2298,0.03908,-0.00223
Mylar,4.55,8.7351,87.,221.,1.181,0.5395,0.01885,0.0208,0.001352,-0.000454,-2.089,1.563,0.4079,-0.2374,0.03976,-0.002246
Mylar,4.55,8.7351,88.,226.,1.195,0.5393,0.01853,0.02073,0.00134,-0.0004494,-2.11,1.547,0.4229,-0.2412,0.04018,-0.002261
Mylar,4.55,8.7351,89.,225.,1.183,0.5391,0.01825,0.02065,0.001326,-0.0004446,-2.091,1.554,0.418,-0.2407,0.04026,-0.002275
Mylar,4.55,8.7351,90.,232.,1.206,0.539,0.01795,0.02057,0.001314,-0.00044,-2.125,1.53,0.4387,-0.2457,0.04073,-0.002288
Mylar,4.55,8.7351,91.,231.,1.194,0.5388,0.0177,0.0205,0.001297,-0.0004347,-2.106,1.537,0.4338,-0.2451,0.04081,-0.002301
Mylar,4.55,8.7351,92.,238.,1.216,0.5387,0.01744,0.02042,0.001281,-0.0004296,-2.138,1.513,0.4539,-0.2498,0.04124,-0.002312
Mylar,4.55,8.7351,93.,239.,1.213,0.5387,0.0172,0.02033,0.001266,-0.0004245,-2.133,1.513,0.4547,-0.2503,0.04136,-0.002322
Mylar,4.55,8.7351,94.,239.,1.206,0.5386,0.01697,0.02025,0.001249,-0.0004192,-2.12,1.516,0.4525,-0.2501,0.04144,-0.002332
Mylar,4.55,8.7351,95.,243.,1.215,0.5385,0.01676,0.02017,0.00123,-0.0004136,-2.133,1.504,0.4626,-0.2526,0.0417,-0.002342
Mylar,4.55,8.7351,96.,245.,1.216,0.5385,0.01654,0.02008,0.001213,-0.0004083,-2.134,1.5,0.4662,-0.2536,0.04184,-0.00235
Mylar,4.55,8.7351,97.,248.,1.221,0.5386,0.01635,0.01999,0.001193,-0.0004026,-2.14,1.492,0.4726,-0.2552,0.042,-0.002357
Mylar,4.55,8.7351,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mylar,4.55,8.7351,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mylar,4.55,8.7351,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE102,3.5,6.5095,1.,1.,0.833,1.605,0.08125,-0.01629,0.002028,-0.0001501,-0.5293,0.6794,-0.0411,0.007086,-0.0006185,2.139e-05
NE102,3.5,6.5095,2.,4.,0.9288,1.486,0.134,-0.02498,0.002146,-9.344e-05,-0.6782,0.8668,-0.1226,0.02254,-0.00193,6.226e-05
NE102,3.5,6.5095,3.,7.,0.8343,1.266,0.2115,-0.01403,-0.006891,0.0009733,-0.7762,1.128,-0.2409,0.04874,-0.00468,0.0001708
NE102,3.5,6.5095,4.,9.,0.6863,1.167,0.21,-0.005661,-0.008065,0.0009841,-0.687,1.146,-0.2303,0.04474,-0.00423,0.0001544
NE102,3.5,6.5095,5.,11.,0.5911,1.091,0.2073,0.0001857,-0.008688,0.0009675,-0.6323,1.177,-0.2297,0.04303,-0.003979,0.0001437
NE102,3.5,6.5095,6.,12.,0.4309,1.042,0.2049,0.00241,-0.008524,0.0009056,-0.4763,1.173,-0.235,0.04608,-0.004481,0.0001701
NE102,3.5,6.5095,7.,14.,0.3756,1.0,0.2037,0.004861,-0.008768,0.000901,-0.4348,1.198,-0.2432,0.04779,-0.004676,0.000179
NE102,3.5,6.5095,8.,16.,0.3497,0.9589,0.201,0.00698,-0.008747,0.0008651,-0.4255,1.242,-0.2596,0.05142,-0.005088,0.0001973
NE102,3.5,6.5095,9.,19.,0.3989,0.9208,0.1954,0.008948,-0.008424,0.000791,-0.5095,1.321,-0.2838,0.05549,-0.005452,0.0002108
NE102,3.5,6.5095,10.,20.,0.3514,0.8857,0.189,0.01073,-0.008017,0.0007094,-0.4659,1.344,-0.2904,0.05699,-0.005656,0.0002217
NE102,3.5,6.5095,11.,23.,0.4055,0.8606,0.1787,0.01252,-0.007386,0.0005994,-0.5507,1.395,-0.2921,0.05426,-0.005141,0.0001943
NE102,3.5,6.5095,12.,24.,0.3689,0.8369,0.1707,0.01407,-0.006904,0.0005128,-0.5113,1.398,-0.2834,0.05082,-0.00466,0.0001712
NE102,3.5,6.5095,13.,27.,0.4142,0.8169,0.163,0.01533,-0.006432,0.0004329,-0.5852,1.443,-0.2855,0.04847,-0.004192,0.0001453
NE102,3.5,6.5095,14.,28.,0.3847,0.7993,0.1558,0.01635,-0.005966,0.0003583,-0.5509,1.444,-0.277,0.04506,-0.003693,0.0001202
NE102,3.5,6.5095,15.,31.,0.4256,0.7841,0.1489,0.01719,-0.005508,0.0002879,-0.6175,1.482,-0.2767,0.04236,-0.003195,9.294e-05
NE102,3.5,6.5095,16.,32.,0.4017,0.7703,0.1424,0.01787,-0.005064,0.0002222,-0.5886,1.483,-0.2689,0.03909,-0.002699,6.699e-05
NE102,3.5,6.5095,17.,35.,0.4395,0.7582,0.1363,0.01848,-0.00465,0.000162,-0.6506,1.515,-0.2668,0.03605,-0.002163,3.782e-05
NE102,3.5,6.5095,18.,40.,0.5249,0.7471,0.1304,0.01899,-0.004254,0.0001058,-0.7879,1.57,-0.2688,0.0332,-0.001619,8.346e-06
NE102,3.5,6.5095,19.,39.,0.4555,0.7365,0.125,0.0194,-0.003869,5.251e-05,-0.6855,1.545,-0.2567,0.02974,-0.001118,-1.891e-05
NE102,3.5,6.5095,20.,40.,0.4399,0.7266,0.1199,0.01974,-0.003501,2.622e-06,-0.6664,1.549,-0.2509,0.02688,-0.000645,-4.545e-05
NE102,3.5,6.5095,21.,45.,0.5189,0.7176,0.115,0.02005,-0.003157,-4.351e-05,-0.7955,1.599,-0.2513,0.02387,-0.0001014,-7.429e-05
NE102,3.5,6.5095,22.,48.,0.5469,0.7092,0.1104,0.02031,-0.002832,-8.629e-05,-0.8457,1.622,-0.2471,0.02064,0.0004382,-0.0001034
NE102,3.5,6.5095,23.,51.,0.5734,0.7012,0.1061,0.02053,-0.002519,-0.000127,-0.8941,1.643,-0.2427,0.01743,0.0009737,-0.0001323
NE102,3.5,6.5095,24.,52.,0.5607,0.6935,0.1019,0.02073,-0.00223,-0.0001641,-0.8785,1.646,-0.2363,0.01433,0.001494,-0.0001621
NE102,3.5,6.5095,25.,55.,0.5862,0.6864,0.098,0.0209,-0.00195,-0.0001995,-0.9256,1.666,-0.2312,0.01096,0.002051,-0.0001922
NE102,3.5,6.5095,26.,56.,0.5752,0.6796,0.09427,0.02105,-0.001688,-0.0002324,-0.9121,1.669,-0.225,0.00785,0.002582,-0.0002231
NE102,3.5,6.5095,27.,59.,0.5997,0.6732,0.09071,0.02119,-0.001442,-0.0002628,-0.9579,1.687,-0.2192,0.00428,0.003168,-0.0002549
NE102,3.5,6.5095,28.,58.,0.5564,0.6669,0.08735,0.0213,-0.001207,-0.0002915,-0.8899,1.676,-0.2133,0.001754,0.00365,-0.0002862
NE102,3.5,6.5095,29.,63.,0.6151,0.6601,0.08432,0.02144,-0.001006,-0.0003163,-0.9953,1.71,-0.2084,-0.002243,0.004291,-0.0003191
NE102,3.5,6.5095,30.,64.,0.6065,0.6546,0.08122,0.02153,-0.0007974,-0.0003413,-0.985,1.713,-0.202,-0.005465,0.004857,-0.0003528
NE102,3.5,6.5095,31.,69.,0.6582,0.6495,0.07821,0.02162,-0.0006016,-0.0003646,-1.078,1.738,-0.1935,-0.01017,0.005566,-0.0003882
NE102,3.5,6.5095,32.,74.,0.7055,0.6446,0.07533,0.02169,-0.0004121,-0.0003868,-1.165,1.76,-0.1842,-0.01494,0.006274,-0.0004234
NE102,3.5,6.5095,33.,75.,0.6973,0.6398,0.07265,0.02177,-0.0002421,-0.0004066,-1.155,1.761,-0.177,-0.01843,0.006882,-0.0004595
NE102,3.5,6.5095,34.,80.,0.7407,0.6352,0.07004,0.02184,-7.768e-05,-0.0004255,-1.236,1.779,-0.1663,-0.02348,0.007621,-0.0004961
NE102,3.5,6.5095,35.,79.,0.7101,0.6292,0.06787,0.02197,4.17e-05,-0.0004395,-1.189,1.777,-0.1623,-0.0262,0.008206,-0.0005358
NE102,3.5,6.5095,36.,84.,0.7514,0.6253,0.06544,0.02201,0.0001912,-0.0004563,-1.266,1.792,-0.1504,-0.03149,0.008968,-0.0005734
NE102,3.5,6.5095,37.,85.,0.7439,0.6214,0.06312,0.02204,0.0003352,-0.0004722,-1.256,1.791,-0.143,-0.035,0.009585,-0.0006105
NE102,3.5,6.5095,38.,88.,0.7598,0.6176,0.06092,0.02209,0.0004623,-0.0004861,-1.288,1.797,-0.1327,-0.03959,0.0103,-0.0006494
NE102,3.5,6.5095,39.,89.,0.7529,0.614,0.0588,0.02212,0.0005878,-0.0004996,-1.279,1.797,-0.1254,-0.04312,0.01093,-0.0006875
NE102,3.5,6.5095,40.,90.,0.7465,0.6105,0.05678,0.02215,0.0007047,-0.000512,-1.271,1.797,-0.1183,-0.04663,0.01156,-0.000726
NE102,3.5,6.5095,41.,93.,0.7621,0.6072,0.05482,0.02218,0.0008133,-0.0005234,-1.302,1.801,-0.1077,-0.05128,0.01228,-0.0007657
NE102,3.5,6.5095,42.,98.,0.799,0.603,0.05307,0.02227,0.000891,-0.0005316,-1.374,1.811,-0.09302,-0.05744,0.01318,-0.0008105
NE102,3.5,6.5095,43.,98.,0.7823,0.6001,0.05125,0.02228,0.0009938,-0.0005419,-1.346,1.809,-0.08765,-0.06034,0.01375,-0.0008486
NE102,3.5,6.5095,44.,102.,0.8059,0.5974,0.04949,0.02229,0.001088,-0.0005512,-1.391,1.812,-0.07461,-0.06553,0.01451,-0.0008874
NE102,3.5,6.5095,45.,103.,0.7999,0.5947,0.0478,0.02228,0.001182,-0.0005604,-1.383,1.811,-0.06766,-0.06891,0.01512,-0.0009254
NE102,3.5,6.5095,46.,106.,0.8129,0.5921,0.04619,0.02229,0.001264,-0.0005681,-1.409,1.812,-0.05645,-0.07352,0.01583,-0.0009641
NE102,3.5,6.5095,47.,107.,0.8073,0.5896,0.04462,0.02229,0.001344,-0.0005756,-1.401,1.811,-0.0494,-0.07695,0.01645,-0.001003
NE102,3.5,6.5095,48.,114.,0.8556,0.5873,0.04312,0.02229,0.001416,-0.000582,-1.491,1.813,-0.02903,-0.08406,0.01735,-0.001042
NE102,3.5,6.5095,49.,115.,0.8499,0.5849,0.04168,0.02228,0.001486,-0.0005882,-1.483,1.811,-0.02204,-0.08743,0.01797,-0.00108
NE102,3.5,6.5095,50.,120.,0.8782,0.5827,0.04028,0.02228,0.001552,-0.0005938,-1.536,1.81,-0.005693,-0.09332,0.01877,-0.001119
NE102,3.5,6.5095,51.,121.,0.8722,0.5807,0.03893,0.02225,0.001619,-0.0005994,-1.527,1.808,0.0008609,-0.09644,0.01934,-0.001155
NE102,3.5,6.5095,52.,130.,0.9299,0.5789,0.03758,0.02222,0.001684,-0.0006047,-1.632,1.804,0.02691,-0.1046,0.02028,-0.00119
NE102,3.5,6.5095,53.,127.,0.8929,0.577,0.03636,0.02219,0.00174,-0.0006088,-1.567,1.803,0.02355,-0.1052,0.02066,-0.001226
NE102,3.5,6.5095,54.,132.,0.918,0.5753,0.03514,0.02217,0.001794,-0.0006127,-1.614,1.799,0.04012,-0.1109,0.02141,-0.001262
NE102,3.5,6.5095,55.,133.,0.9126,0.5736,0.03396,0.02214,0.001846,-0.0006165,-1.606,1.797,0.04665,-0.114,0.02198,-0.001298
NE102,3.5,6.5095,56.,138.,0.9365,0.5719,0.03285,0.02211,0.00189,-0.0006192,-1.65,1.791,0.06327,-0.1196,0.02272,-0.001333
NE102,3.5,6.5095,57.,139.,0.9313,0.5703,0.03175,0.02208,0.001937,-0.0006221,-1.642,1.789,0.06955,-0.1226,0.02327,-0.001368
NE102,3.5,6.5095,58.,140.,0.9262,0.5687,0.03071,0.02205,0.001977,-0.0006243,-1.634,1.787,0.07566,-0.1255,0.02382,-0.001403
NE102,3.5,6.5095,59.,141.,0.9212,0.5672,0.02971,0.02202,0.002013,-0.000626,-1.627,1.785,0.08168,-0.1284,0.02436,-0.001438
NE102,3.5,6.5095,60.,142.,0.9165,0.5657,0.02875,0.02199,0.002048,-0.0006276,-1.619,1.784,0.08736,-0.1312,0.02488,-0.001472
NE102,3.5,6.5095,61.,145.,0.9258,0.5642,0.02782,0.02196,0.002076,-0.0006283,-1.637,1.779,0.0989,-0.1355,0.02552,-0.001506
NE102,3.5,6.5095,62.,152.,0.9605,0.5635,0.02685,0.02188,0.002121,-0.0006305,-1.699,1.768,0.12,-0.1417,0.02622,-0.001532
NE102,3.5,6.5095,63.,153.,0.9557,0.5622,0.026,0.02184,0.002146,-0.0006307,-1.691,1.766,0.1254,-0.1443,0.02671,-0.001564
NE102,3.5,6.5095,64.,158.,0.9767,0.561,0.02515,0.0218,0.00217,-0.0006308,-1.729,1.757,0.1422,-0.1497,0.0274,-0.001596
NE102,3.5,6.5095,65.,159.,0.9722,0.5598,0.02433,0.02175,0.002195,-0.000631,-1.722,1.755,0.1475,-0.1523,0.02788,-0.001627
NE102,3.5,6.5095,66.,164.,0.9924,0.5587,0.02355,0.02172,0.002213,-0.0006303,-1.758,1.745,0.1643,-0.1576,0.02856,-0.001658
NE102,3.5,6.5095,67.,165.,0.9879,0.5576,0.02281,0.02168,0.002228,-0.0006293,-1.751,1.743,0.1695,-0.1601,0.02903,-0.001689
NE102,3.5,6.5095,68.,166.,0.9836,0.5565,0.02209,0.02163,0.002243,-0.0006282,-1.744,1.741,0.1744,-0.1625,0.02948,-0.001719
NE102,3.5,6.5095,69.,169.,0.9913,0.5555,0.0214,0.02159,0.002254,-0.0006266,-1.758,1.735,0.1852,-0.1663,0.03004,-0.001749
NE102,3.5,6.5095,70.,174.,1.01,0.5546,0.02072,0.02154,0.002266,-0.0006252,-1.792,1.724,0.2017,-0.1714,0.03068,-0.001777
NE102,3.5,6.5095,71.,175.,1.006,0.5536,0.02008,0.02149,0.002274,-0.0006232,-1.785,1.722,0.2063,-0.1736,0.0311,-0.001806
NE102,3.5,6.5095,72.,180.,1.025,0.5527,0.01946,0.02144,0.002281,-0.0006211,-1.817,1.71,0.2228,-0.1786,0.03172,-0.001833
NE102,3.5,6.5095,73.,181.,1.021,0.5519,0.01887,0.02139,0.002287,-0.0006187,-1.811,1.709,0.227,-0.1807,0.03212,-0.00186
NE102,3.5,6.5095,74.,184.,1.028,0.5511,0.0183,0.02134,0.00229,-0.0006161,-1.823,1.702,0.2372,-0.1841,0.03261,-0.001886
NE102,3.5,6.5095,75.,187.,1.035,0.5503,0.01775,0.02129,0.002291,-0.0006131,-1.835,1.695,0.2473,-0.1875,0.0331,-0.001911
NE102,3.5,6.5095,76.,192.,1.052,0.5496,0.01722,0.02122,0.002293,-0.0006103,-1.864,1.683,0.2629,-0.1921,0.03364,-0.001935
NE102,3.5,6.5095,77.,193.,1.049,0.5485,0.01669,0.02121,0.002285,-0.0006067,-1.86,1.68,0.2689,-0.1949,0.03415,-0.001967
NE102,3.5,6.5095,78.,195.,1.05,0.548,0.01622,0.02113,0.002284,-0.0006033,-1.862,1.676,0.2749,-0.1971,0.0345,-0.001988
NE102,3.5,6.5095,79.,197.,1.051,0.5475,0.01574,0.02106,0.002285,-0.0006001,-1.864,1.672,0.2809,-0.1992,0.03484,-0.002008
NE102,3.5,6.5095,80.,202.,1.067,0.547,0.0153,0.02099,0.002282,-0.0005964,-1.891,1.659,0.2956,-0.2034,0.03532,-0.002028
NE102,3.5,6.5095,81.,205.,1.074,0.5466,0.01488,0.02091,0.002276,-0.0005924,-1.9,1.652,0.3043,-0.2061,0.03569,-0.002047
NE102,3.5,6.5095,82.,208.,1.08,0.5461,0.01447,0.02084,0.002272,-0.0005886,-1.91,1.645,0.3128,-0.2087,0.03604,-0.002065
NE102,3.5,6.5095,83.,209.,1.076,0.5458,0.01408,0.02076,0.002266,-0.0005844,-1.904,1.644,0.315,-0.2099,0.03628,-0.002082
NE102,3.5,6.5095,84.,210.,1.072,0.5454,0.01371,0.02068,0.002258,-0.0005801,-1.898,1.644,0.3172,-0.211,0.03651,-0.002098
NE102,3.5,6.5095,85.,211.,1.069,0.5451,0.01335,0.02059,0.002251,-0.0005758,-1.892,1.643,0.319,-0.212,0.03672,-0.002113
NE102,3.5,6.5095,86.,211.,1.061,0.5447,0.01301,0.02051,0.002241,-0.0005712,-1.879,1.645,0.318,-0.2123,0.03687,-0.002128
NE102,3.5,6.5095,87.,221.,1.099,0.5445,0.01267,0.02043,0.00223,-0.0005665,-1.941,1.617,0.3467,-0.2193,0.0375,-0.002142
NE102,3.5,6.5095,88.,226.,1.114,0.5443,0.01234,0.02035,0.002219,-0.0005617,-1.964,1.603,0.3603,-0.2229,0.03788,-0.002156
NE102,3.5,6.5095,89.,225.,1.101,0.544,0.01206,0.02026,0.002205,-0.0005565,-1.944,1.609,0.3558,-0.2223,0.03795,-0.002168
NE102,3.5,6.5095,90.,232.,1.124,0.5439,0.01175,0.02017,0.002195,-0.0005517,-1.98,1.589,0.3746,-0.2269,0.03838,-0.002179
NE102,3.5,6.5095,91.,231.,1.113,0.5437,0.01149,0.02008,0.00218,-0.0005464,-1.961,1.595,0.3699,-0.2262,0.03843,-0.00219
NE102,3.5,6.5095,92.,238.,1.135,0.5436,0.01121,0.01999,0.002166,-0.0005411,-1.995,1.575,0.3884,-0.2306,0.03882,-0.002199
NE102,3.5,6.5095,93.,239.,1.132,0.5435,0.01098,0.0199,0.002148,-0.0005354,-1.99,1.575,0.3891,-0.2311,0.03893,-0.002208
NE102,3.5,6.5095,94.,239.,1.125,0.5434,0.01075,0.01981,0.002131,-0.0005298,-1.978,1.578,0.3868,-0.2308,0.03898,-0.002217
NE102,3.5,6.5095,95.,243.,1.134,0.5434,0.01052,0.0197,0.002117,-0.0005244,-1.992,1.568,0.3957,-0.2329,0.03918,-0.002223
NE102,3.5,6.5095,96.,245.,1.135,0.5433,0.01031,0.01961,0.002097,-0.0005184,-1.993,1.565,0.3991,-0.2339,0.03931,-0.00223
NE102,3.5,6.5095,97.,248.,1.14,0.5434,0.01011,0.01951,0.00208,-0.0005126,-2.001,1.559,0.4047,-0.2352,0.03943,-0.002234
NE102,3.5,6.5095,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE102,3.5,6.5095,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE102,3.5,6.5095,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nickel,28.0,58.6934,1.,1.,1.794,1.345,0.09702,-0.004056,-0.0008964,4.412e-05,-1.508,0.9607,-0.0807,0.009007,-0.0005604,1.557e-05
Nickel,28.0,58.6934,2.,4.,1.892,1.234,0.1429,-0.01142,-0.0008038,9.291e-05,-2.116,1.528,-0.2777,0.04066,-0.002932,8.257e-05
Nickel,28.0,58.6934,3.,7.,1.825,1.105,0.1557,-0.001218,-0.003909,0.0003561,-2.275,1.697,-0.3231,0.04891,-0.003798,0.0001184
Nickel,28.0,58.6934,4.,9.,1.683,1.012,0.1504,0.006588,-0.004601,0.0003127,-2.184,1.659,-0.2714,0.0346,-0.002253,5.99e-05
Nickel,28.0,58.6934,5.,11.,1.592,0.9428,0.1447,0.01178,-0.004831,0.0002567,-2.151,1.665,-0.2422,0.02463,-0.001048,1.006e-05
Nickel,28.0,58.6934,6.,12.,1.434,0.8981,0.1408,0.01338,-0.004434,0.0001774,-2.009,1.704,-0.2595,0.0276,-0.00126,1.497e-05
Nickel,28.0,58.6934,7.,14.,1.381,0.8616,0.1383,0.01525,-0.004514,0.0001648,-1.997,1.743,-0.2629,0.0262,-0.0009547,-1.675e-06
Nickel,28.0,58.6934,8.,16.,1.356,0.8259,0.1348,0.01668,-0.00437,0.0001294,-2.041,1.813,-0.2769,0.0268,-0.0008427,-1.115e-05
Nickel,28.0,58.6934,9.,19.,1.406,0.7946,0.1286,0.01792,-0.00398,6.511e-05,-2.205,1.9,-0.2845,0.0249,-0.0004446,-3.156e-05
Nickel,28.0,58.6934,10.,20.,1.36,0.7654,0.1223,0.01892,-0.003552,4.78e-07,-2.187,1.933,-0.2851,0.02276,-4.066e-05,-5.347e-05
Nickel,28.0,58.6934,11.,23.,1.414,0.7465,0.1122,0.02004,-0.002953,-8.698e-05,-2.292,1.921,-0.2429,0.009523,0.001558,-0.0001219
Nickel,28.0,58.6934,12.,24.,1.379,0.7278,0.1047,0.02094,-0.002523,-0.0001494,-2.242,1.89,-0.2102,-0.0006346,0.00287,-0.0001827
Nickel,28.0,58.6934,13.,27.,1.424,0.7132,0.09758,0.02161,-0.002128,-0.0002025,-2.331,1.879,-0.1731,-0.01242,0.004322,-0.0002463
Nickel,28.0,58.6934,14.,28.,1.394,0.7,0.09135,0.02206,-0.001766,-0.0002481,-2.285,1.849,-0.1438,-0.02166,0.005548,-0.000305
Nickel,28.0,58.6934,15.,31.,1.434,0.6895,0.08539,0.02243,-0.001443,-0.0002868,-2.357,1.827,-0.1053,-0.03333,0.00697,-0.0003673
Nickel,28.0,58.6934,16.,32.,1.41,0.6795,0.08012,0.02266,-0.001144,-0.0003208,-2.317,1.8,-0.07805,-0.04208,0.008156,-0.0004253
Nickel,28.0,58.6934,17.,35.,1.447,0.6714,0.07505,0.02287,-0.0008799,-0.0003495,-2.378,1.771,-0.03902,-0.05359,0.00955,-0.0004866
Nickel,28.0,58.6934,18.,40.,1.53,0.6645,0.07025,0.02304,-0.000641,-0.0003744,-2.513,1.732,0.01222,-0.06757,0.0111,-0.0005481
Nickel,28.0,58.6934,19.,39.,1.461,0.6565,0.06624,0.02309,-0.0004116,-0.0003972,-2.398,1.714,0.02475,-0.07307,0.01205,-0.0006034
Nickel,28.0,58.6934,20.,40.,1.444,0.6495,0.06242,0.02313,-0.0002044,-0.0004172,-2.372,1.693,0.04813,-0.08096,0.01316,-0.00066
Nickel,28.0,58.6934,21.,45.,1.521,0.644,0.0586,0.0232,-2.574e-05,-0.0004337,-2.491,1.647,0.1006,-0.09491,0.01468,-0.0007199
Nickel,28.0,58.6934,22.,48.,1.547,0.6385,0.05514,0.02324,0.0001403,-0.0004485,-2.528,1.608,0.1393,-0.1059,0.016,-0.000778
Nickel,28.0,58.6934,23.,51.,1.572,0.6333,0.0519,0.02326,0.0002939,-0.0004619,-2.562,1.568,0.1782,-0.1168,0.01731,-0.000836
Nickel,28.0,58.6934,24.,52.,1.558,0.6278,0.04899,0.02325,0.0004356,-0.0004738,-2.538,1.546,0.2018,-0.1247,0.01844,-0.0008936
Nickel,28.0,58.6934,25.,55.,1.582,0.6231,0.0461,0.02326,0.0005654,-0.0004845,-2.568,1.504,0.241,-0.1357,0.01975,-0.0009519
Nickel,28.0,58.6934,26.,56.,1.57,0.6183,0.04349,0.02326,0.0006861,-0.0004942,-2.546,1.482,0.2642,-0.1436,0.02088,-0.00101
Nickel,28.0,58.6934,27.,59.,1.592,0.614,0.04092,0.02327,0.0007924,-0.0005024,-2.572,1.437,0.3042,-0.1546,0.02221,-0.001069
Nickel,28.0,58.6934,28.,58.,1.548,0.6092,0.03868,0.02325,0.0008971,-0.0005104,-2.509,1.44,0.31,-0.1593,0.02315,-0.001128
Nickel,28.0,58.6934,29.,63.,1.605,0.6048,0.03648,0.0233,0.0009658,-0.0005146,-2.583,1.37,0.3682,-0.1741,0.02475,-0.001191
Nickel,28.0,58.6934,30.,64.,1.595,0.6008,0.03434,0.0233,0.001051,-0.0005207,-2.564,1.348,0.3912,-0.1819,0.02589,-0.001251
